Sr,Stroke No.,Date,Advance Time,Excavation per Stroke,Boring Energy,RPM,Torque,Thrust Force,Speed,Gripper Pressure,Total Revolution,Front Shield Pressure LHS,Front Shield Pressure RHS,Q-Value,Q-Value based,Penetration
84,3780,2016-06-13,24,1.263,10.1,3.8,1300.0,3603.0,53.0,188.0,91,78.0,81.0,4.0,4.0,13.7
85,3781,2016-06-13,25,1.325,9.4,4.2,1100.0,3195.0,53.0,187.0,105,60.0,68.0,4.0,5.0,12.6
86,3782,2016-06-13,21,1.235,9.7,4.4,1200.0,3028.0,59.0,187.0,92,65.0,75.0,4.0,4.0,13.2
87,3783,2016-06-14,29,1.531,6.8,4.1,800.0,2806.0,52.0,186.0,119,54.0,66.0,4.0,5.0,12.8
88,3784,2016-06-14,34,1.733,10.2,4.0,1200.0,2356.0,51.0,189.0,136,49.0,46.0,4.0,4.0,12.8
89,3785,2016-06-14,38,1.535,10.7,3.3,1200.0,3164.0,40.0,187.0,125,62.0,82.0,4.0,4.0,12.0
90,3786,2016-06-14,3,0.115,12.5,3.4,1300.0,2740.0,38.0,188.0,10,61.0,83.0,4.0,4.0,11.3
91,3787,2016-06-14,21,0.838,10.0,3.0,1200.0,2837.0,39.0,188.0,63,47.0,59.0,4.0,4.0,13.1
92,3788,2016-06-15,28,1.52,5.1,3.6,700.0,2434.0,53.0,189.0,101,48.0,49.0,3.0,5.0,14.7
93,3789,2016-06-15,29,1.521,8.7,3.8,1100.0,2328.0,52.0,189.0,110,47.0,45.0,3.0,5.0,13.8
94,3790,2016-06-15,31,1.655,8.1,3.6,1100.0,2454.0,53.0,191.0,112,50.0,62.0,3.0,5.0,14.6
95,3791,2016-06-15,42,1.522,11.2,3.1,1200.0,2993.0,36.0,189.0,130,79.0,89.0,3.0,4.0,11.7
96,3792,2016-06-15,35,1.495,11.1,3.4,1300.0,3222.0,43.0,189.0,119,73.0,74.0,3.0,4.0,12.5
97,3793,2016-06-15,35,1.52,11.4,3.5,1300.0,3751.0,43.0,186.0,123,63.0,68.0,3.0,4.0,12.5
98,3794,2016-06-15,31,1.539,9.2,3.8,1100.0,3131.0,49.0,189.0,118,39.0,48.0,3.0,5.0,12.8
99,3795,2016-06-15,39,1.574,11.9,3.4,1300.0,3350.0,40.0,188.0,133,71.0,73.0,4.0,4.0,11.7
100,3796,2016-06-16,37,1.524,10.2,3.5,1100.0,4170.0,41.0,187.0,130,78.0,68.0,4.0,4.0,11.6
101,3797,2016-06-16,32,1.53,10.1,4.4,1000.0,4029.0,47.0,188.0,141,60.0,60.0,4.0,4.0,10.9
102,3798,2016-06-16,32,1.532,12.1,3.5,1500.0,3539.0,47.0,188.0,112,63.0,54.0,4.0,4.0,13.5
103,3799,2016-06-16,31,1.431,11.2,3.6,1300.0,3218.0,45.0,189.0,112,51.0,49.0,4.0,4.0,12.7
104,3800,2016-06-16,30,1.269,9.9,3.5,1100.0,3291.0,42.0,188.0,105,54.0,73.0,4.0,4.0,12.0
105,3801,2016-06-16,29,1.236,11.1,3.6,1200.0,3583.0,42.0,188.0,104,47.0,61.0,4.0,4.0,11.9
106,3802,2016-06-17,31,1.225,11.6,3.5,1200.0,3065.0,39.0,188.0,109,39.0,45.0,4.0,4.0,11.1
107,3803,2016-06-17,28,1.233,8.6,3.5,1000.0,3167.0,44.0,188.0,98,33.0,38.0,4.0,5.0,12.5
108,3804,2016-06-17,27,1.226,8.4,3.5,1000.0,3098.0,45.0,188.0,95,30.0,46.0,4.0,5.0,12.8
109,3805,2016-06-17,29,1.231,8.1,3.5,900.0,2954.0,42.0,188.0,102,27.0,54.0,4.0,5.0,12.0
110,3806,2016-06-17,27,1.524,8.1,3.8,1100.0,2820.0,56.0,188.0,103,31.0,40.0,4.0,5.0,14.8
111,3807,2016-06-17,26,1.424,9.1,3.8,1200.0,3317.0,54.0,188.0,99,33.0,53.0,4.0,5.0,14.1
112,3808,2016-06-17,30,1.228,8.2,3.8,800.0,4463.0,40.0,188.0,114,72.0,83.0,4.0,5.0,10.7
113,3809,2016-06-17,32,1.552,9.2,4.0,1000.0,3631.0,47.0,188.0,128,62.0,72.0,4.0,5.0,11.7
114,3810,2016-06-17,38,1.277,11.1,3.4,1000.0,3176.0,33.0,188.0,129,61.0,66.0,4.0,4.0,9.6
115,3811,2016-06-18,27,1.226,8.2,3.4,1000.0,3290.0,45.0,188.0,92,44.0,57.0,4.0,5.0,13.2
116,3812,2016-06-18,28,1.236,8.6,3.5,1000.0,2685.0,44.0,190.0,98,38.0,47.0,4.0,5.0,12.7
117,3813,2016-06-18,24,1.092,7.6,3.5,900.0,2909.0,45.0,188.0,84,40.0,47.0,4.0,5.0,12.6
118,3814,2016-06-18,31,1.541,10.9,3.8,1300.0,3447.0,49.0,188.0,118,40.0,48.0,4.0,4.0,12.9
119,3815,2016-06-18,27,1.38,10.1,3.6,1300.0,3109.0,50.0,190.0,97,38.0,33.0,4.0,4.0,13.7
120,3816,2016-06-18,29,1.205,8.4,3.2,1000.0,2885.0,41.0,190.0,93,71.0,73.0,4.0,5.0,12.6
121,3817,2016-06-18,30,1.217,9.7,3.0,1200.0,2628.0,40.0,188.0,90,49.0,43.0,4.0,4.0,13.4
122,3818,2016-06-18,25,1.021,9.7,3.0,1200.0,2589.0,40.0,189.0,75,35.0,32.0,4.0,4.0,13.2
123,3819,2016-06-18,41,1.517,12.6,3.0,1400.0,2784.0,36.0,188.0,123,34.0,31.0,4.0,4.0,12.2
124,3820,2016-06-18,58,1.527,8.6,2.3,900.0,3076.0,26.0,189.0,133,70.0,56.0,4.0,5.0,11.2
125,3821,2016-06-19,34,1.235,9.6,3.2,1000.0,2431.0,36.0,187.0,109,58.0,49.0,4.0,4.0,11.4
126,3822,2016-06-19,27,1.161,11.5,3.0,1500.0,2181.0,42.0,187.0,81,60.0,55.0,4.0,4.0,13.9
127,3823,2016-06-19,37,1.537,11.8,3.0,1500.0,2527.0,41.0,189.0,111,57.0,49.0,4.0,4.0,13.7
128,3824,2016-06-19,32,1.264,14.6,3.1,1700.0,2921.0,39.0,188.0,99,55.0,56.0,4.0,3.0,12.5
129,3825,2016-06-19,29,1.27,11.7,3.4,1400.0,3337.0,44.0,190.0,99,55.0,53.0,4.0,4.0,12.8
130,3826,2016-06-20,28,1.23,12.8,3.4,1500.0,3414.0,43.0,188.0,95,38.0,36.0,4.0,4.0,12.6
131,3827,2016-06-20,29,1.228,13.4,3.4,1500.0,3191.0,41.0,188.0,99,34.0,37.0,4.0,4.0,12.0
132,3828,2016-06-20,29,1.235,12.2,3.4,1400.0,3381.0,42.0,188.0,99,45.0,58.0,4.0,4.0,12.2
133,3829,2016-06-20,31,1.217,12.6,3.4,1300.0,3292.0,38.0,190.0,105,41.0,43.0,4.0,4.0,11.2
134,3830,2016-06-20,32,1.374,13.2,3.5,1500.0,3484.0,43.0,188.0,112,42.0,43.0,4.0,4.0,12.3
135,3831,2016-06-20,30,1.24,9.0,3.4,1000.0,3228.0,41.0,188.0,102,48.0,48.0,4.0,5.0,12.0
136,3832,2016-06-20,32,1.246,13.2,3.4,1400.0,3504.0,39.0,188.0,109,43.0,49.0,4.0,4.0,11.2
137,3833,2016-06-20,29,1.247,13.0,3.6,1400.0,3809.0,42.0,187.0,104,53.0,44.0,4.0,4.0,11.5
138,3834,2016-06-20,27,1.24,15.7,4.0,1600.0,3953.0,44.0,188.0,108,69.0,42.0,4.0,3.0,11.2
139,3835,2016-06-20,29,1.226,14.3,3.7,1500.0,4289.0,42.0,188.0,107,63.0,43.0,4.0,3.0,11.3
140,3836,2016-06-21,28,1.242,16.5,4.1,1600.0,4304.0,43.0,189.0,115,57.0,43.0,4.0,3.0,10.5
141,3837,2016-06-21,34,1.531,15.3,4.0,1600.0,4001.0,45.0,191.0,136,50.0,52.0,4.0,3.0,11.3
142,3838,2016-06-21,33,1.428,13.1,4.0,1300.0,3546.0,43.0,189.0,132,51.0,54.0,4.0,4.0,10.8
143,3839,2016-06-21,27,1.261,11.8,3.6,1400.0,3814.0,46.0,187.0,97,69.0,76.0,4.0,4.0,12.8
144,3840,2016-06-21,34,1.365,13.2,3.5,1400.0,3743.0,40.0,188.0,119,72.0,80.0,4.0,4.0,11.4
145,3841,2016-06-21,36,1.477,10.1,3.5,1100.0,3376.0,41.0,189.0,126,55.0,60.0,4.0,4.0,11.7
146,3842,2016-06-21,29,1.307,11.2,3.5,1300.0,3671.0,44.0,189.0,102,43.0,58.0,4.0,4.0,12.7
147,3843,2016-06-22,28,1.229,12.3,3.5,1400.0,3746.0,43.0,189.0,98,45.0,71.0,4.0,4.0,12.3
148,3844,2016-06-22,27,1.218,9.5,3.5,1100.0,3365.0,44.0,187.0,95,43.0,63.0,4.0,4.0,12.5
149,3845,2016-06-22,20,0.944,12.1,3.5,1500.0,3346.0,47.0,189.0,70,40.0,47.0,4.0,4.0,13.3
150,3846,2016-06-22,40,1.554,10.4,3.4,1100.0,3278.0,39.0,193.0,136,52.0,54.0,4.0,4.0,11.4
151,3847,2016-06-22,29,1.256,10.2,3.4,1200.0,3174.0,43.0,189.0,99,43.0,41.0,4.0,4.0,12.5
152,3848,2016-06-22,34,1.516,13.3,3.4,1600.0,3287.0,44.0,189.0,116,30.0,30.0,4.0,4.0,12.9
153,3849,2016-06-22,30,1.27,11.4,3.1,1400.0,2786.0,41.0,189.0,93,36.0,37.0,4.0,4.0,13.6
154,3850,2016-06-22,28,1.221,10.7,3.2,1300.0,2847.0,42.0,1190.0,90,53.0,51.0,4.0,4.0,13.1
155,3851,2016-06-23,32,1.244,8.8,3.1,1000.0,2706.0,38.0,189.0,99,53.0,51.0,4.0,5.0,12.4
156,3852,2016-06-23,27,1.226,10.3,3.5,1200.0,3430.0,44.0,189.0,95,55.0,57.0,4.0,4.0,12.5
157,3853,2016-06-23,37,1.218,12.2,3.3,1100.0,3515.0,32.0,188.0,122,59.0,62.0,4.0,4.0,9.7
158,3854,2016-06-23,24,1.072,20.3,4.6,1800.0,5419.0,44.0,188.0,110,74.0,71.0,4.0,2.0,9.5
159,3855,2016-06-24,29,1.229,11.7,3.5,1300.0,4339.0,42.0,188.0,102,74.0,60.0,4.0,4.0,11.7
160,3856,2016-06-24,30,1.23,10.4,3.5,1100.0,4368.0,40.0,189.0,105,77.0,43.0,4.0,4.0,11.5
161,3857,2016-06-24,39,1.748,9.5,3.5,1100.0,3989.0,44.0,188.0,137,64.0,34.0,4.0,4.0,12.5
162,3858,2016-06-24,18,0.844,6.6,3.4,800.0,3680.0,45.0,189.0,61,83.0,78.0,4.0,5.0,13.1
163,3859,2016-06-24,27,1.264,9.3,3.6,1100.0,3717.0,46.0,189.0,97,86.0,85.0,4.0,5.0,12.9
164,3860,2016-06-24,27,1.256,12.4,4.3,1200.0,4484.0,45.0,190.0,116,86.0,87.0,4.0,4.0,10.4
165,3861,2016-06-25,29,1.232,12.0,3.9,1200.0,4057.0,42.0,189.0,113,44.0,83.0,4.0,4.0,11.0
166,3862,2016-06-25,29,1.226,10.0,3.8,1000.0,3614.0,41.0,191.0,110,37.0,86.0,4.0,4.0,10.8
167,3863,2016-06-25,29,1.237,10.2,3.6,1100.0,2970.0,42.0,189.0,104,30.0,53.0,4.0,4.0,11.7
168,3864,2016-06-25,34,1.433,11.4,3.1,1400.0,2775.0,41.0,189.0,105,51.0,47.0,4.0,4.0,13.4
169,3865,2016-06-25,29,1.265,9.9,3.3,1200.0,3113.0,43.0,189.0,96,78.0,74.0,4.0,4.0,12.8
170,3866,2016-06-25,30,1.237,10.4,3.3,1200.0,2967.0,41.0,190.0,99,66.0,78.0,4.0,4.0,12.4
171,3867,2016-06-25,37,1.524,10.9,3.2,1300.0,2716.0,41.0,189.0,118,59.0,79.0,4.0,4.0,12.8
172,3868,2016-06-25,28,1.472,11.0,3.8,1400.0,2934.0,52.0,190.0,106,69.0,73.0,4.0,4.0,13.6
173,3869,2016-06-25,39,1.532,9.1,3.0,1100.0,2511.0,39.0,188.0,117,45.0,43.0,4.0,5.0,13.0
174,3870,2016-06-26,37,1.549,11.6,3.4,1300.0,2796.0,41.0,188.0,126,47.0,45.0,4.0,4.0,11.9
175,3871,2016-06-26,35,1.307,8.9,3.4,900.0,3169.0,37.0,190.0,119,65.0,57.0,3.0,5.0,10.9
176,3872,2016-06-26,34,1.511,9.1,4.1,900.0,4223.0,44.0,188.0,139,77.0,85.0,3.0,5.0,10.7
177,3873,2016-06-26,34,1.552,14.8,4.4,1400.0,4501.0,45.0,188.0,150,75.0,74.0,3.0,3.0,10.1
178,3874,2016-06-26,31,1.545,15.5,3.9,1800.0,3755.0,49.0,188.0,121,67.0,86.0,3.0,3.0,12.4
179,3875,2016-06-26,35,1.529,10.5,3.3,1300.0,3375.0,44.0,189.0,116,67.0,83.0,3.0,4.0,13.1
180,3876,2016-06-27,34,1.527,11.4,3.4,1400.0,3408.0,45.0,187.0,116,73.0,62.0,3.0,4.0,13.2
181,3877,2016-06-27,33,1.536,9.8,3.4,1200.0,2910.0,45.0,189.0,112,57.0,49.0,3.0,4.0,13.3
182,3878,2016-06-27,33,1.532,11.2,3.4,1400.0,3250.0,46.0,188.0,112,52.0,48.0,3.0,4.0,13.5
183,3879,2016-06-27,27,1.225,9.3,3.5,1100.0,3670.0,45.0,191.0,95,70.0,56.0,3.0,5.0,13.1
184,3880,2016-06-27,46,1.482,14.5,3.9,1100.0,4117.0,32.0,190.0,179,68.0,68.0,3.0,3.0,8.0
185,3881,2016-06-27,34,1.555,13.5,4.1,1400.0,3863.0,46.0,189.0,139,72.0,83.0,3.0,3.0,11.1
186,3882,2016-06-28,36,1.528,10.8,3.5,1200.0,3420.0,42.0,191.0,126,33.0,59.0,3.0,4.0,11.8
187,3883,2016-06-28,35,1.552,11.1,3.4,1300.0,3012.0,43.0,190.0,119,47.0,61.0,3.0,4.0,12.9
188,3884,2016-06-28,35,1.537,11.6,3.3,1400.0,3426.0,43.0,188.0,116,75.0,58.0,3.0,4.0,13.1
189,3885,2016-06-28,40,1.722,11.9,3.4,1400.0,3281.0,43.0,189.0,136,50.0,48.0,3.0,4.0,12.6
190,3886,2016-06-28,31,1.268,9.8,3.7,1000.0,4201.0,41.0,188.0,115,87.0,76.0,3.0,4.0,11.0
191,3887,2016-06-28,34,1.528,12.4,4.6,1100.0,4593.0,44.0,190.0,156,83.0,84.0,3.0,4.0,9.5
192,3888,2016-06-28,26,1.232,10.0,4.7,900.0,4905.0,46.0,204.0,122,60.0,79.0,3.0,4.0,9.8
193,3889,2016-06-29,30,1.223,8.5,4.0,800.0,3906.0,41.0,218.0,120,39.0,65.0,3.0,5.0,10.2
194,3890,2016-06-29,28,1.23,10.6,3.5,1200.0,3410.0,43.0,219.0,98,31.0,55.0,4.0,4.0,12.2
195,3891,2016-06-29,33,1.525,8.7,3.6,1000.0,3915.0,45.0,217.0,119,52.0,73.0,4.0,5.0,12.5
196,3892,2016-06-29,42,1.583,9.3,3.2,1000.0,3366.0,37.0,197.0,134,74.0,80.0,4.0,5.0,11.5
197,3893,2016-06-29,40,1.546,15.9,3.5,1600.0,3659.0,38.0,199.0,140,77.0,87.0,4.0,3.0,11.0
198,3894,2016-06-29,34,1.4,9.5,3.5,1000.0,3122.0,40.0,197.0,119,60.0,76.0,4.0,4.0,11.7
199,3895,2016-06-29,38,1.503,10.3,3.1,1200.0,2519.0,39.0,197.0,118,41.0,57.0,4.0,4.0,12.9
200,3896,2016-06-29,41,1.545,8.5,3.0,1000.0,2318.0,38.0,199.0,123,32.0,43.0,4.0,5.0,12.7
201,3897,2016-06-30,34,1.524,12.6,3.5,1500.0,3422.0,45.0,198.0,119,29.0,57.0,4.0,4.0,12.8
202,3898,2016-06-30,33,1.523,14.2,3.7,1600.0,4001.0,45.0,197.0,122,28.0,55.0,4.0,3.0,12.4
203,3899,2016-06-30,32,1.702,12.4,3.8,1600.0,3686.0,53.0,197.0,122,28.0,47.0,4.0,4.0,13.8
204,3900,2016-06-30,29,1.235,13.1,3.4,1500.0,3032.0,42.0,198.0,99,36.0,59.0,4.0,4.0,12.5
205,3901,2016-06-30,30,1.266,12.5,3.4,1400.0,3007.0,41.0,197.0,102,32.0,40.0,4.0,4.0,12.4
206,3902,2016-06-30,32,1.25,12.3,3.6,1200.0,3544.0,38.0,199.0,115,34.0,41.0,4.0,4.0,10.7
1,3903,2016-07-01,29,1.225,12.0,3.5,1300.0,3127.0,41.0,197.0,102,31.0,34.0,4.0,4.0,12.0
2,3904,2016-07-01,31,1.233,11.3,3.5,1200.0,4062.0,40.0,198.0,109,36.0,39.0,4.0,4.0,11.2
3,3905,2016-07-01,33,1.223,9.4,3.9,800.0,4624.0,36.0,199.0,129,75.0,71.0,4.0,5.0,9.2
4,3906,2016-07-01,31,1.298,11.4,3.7,1200.0,4018.0,42.0,187.0,115,73.0,74.0,4.0,4.0,11.3
5,3907,2016-07-01,30,1.248,17.0,4.6,1400.0,4700.0,41.0,189.0,138,66.0,83.0,4.0,3.0,8.7
6,3908,2016-07-02,37,1.617,10.0,3.6,1100.0,3844.0,43.0,188.0,133,49.0,47.0,4.0,4.0,11.9
7,3909,2016-07-02,23,0.839,9.6,3.9,800.0,3736.0,35.0,188.0,90,62.0,58.0,4.0,4.0,9.1
8,3910,2016-07-02,29,1.26,14.9,3.7,1600.0,3967.0,43.0,188.0,107,50.0,54.0,4.0,3.0,11.6
9,3911,2016-07-02,27,1.258,13.5,4.1,1400.0,4265.0,46.0,189.0,111,48.0,48.0,4.0,3.0,11.2
10,3912,2016-07-02,26,1.228,16.4,4.1,1700.0,4615.0,46.0,190.0,107,74.0,56.0,4.0,3.0,11.2
11,3913,2016-07-03,26,1.237,19.2,4.4,1900.0,5121.0,47.0,187.0,114,64.0,83.0,4.0,2.0,10.5
12,3914,2016-07-03,27,1.231,19.4,4.4,1800.0,4559.0,44.0,189.0,119,46.0,50.0,4.0,2.0,10.1
13,3915,2016-07-03,34,1.528,16.3,3.9,1700.0,4258.0,44.0,187.0,133,48.0,54.0,4.0,3.0,11.1
14,3916,2016-07-03,7,0.318,11.8,4.0,1200.0,4480.0,44.0,189.0,28,64.0,79.0,4.0,4.0,10.8
15,3917,2016-07-03,28,1.227,13.0,4.4,1200.0,4659.0,44.0,186.0,123,79.0,89.0,4.0,4.0,9.9
16,3918,2016-07-03,29,1.249,13.3,4.3,1200.0,4782.0,42.0,188.0,125,70.0,72.0,4.0,4.0,9.7
17,3919,2016-07-04,32,1.225,11.9,4.2,1000.0,4453.0,38.0,189.0,134,63.0,64.0,4.0,4.0,8.9
18,3920,2016-07-04,28,1.206,10.4,4.5,900.0,4609.0,42.0,186.0,126,82.0,80.0,4.0,4.0,9.4
19,3921,2016-07-04,30,1.236,13.0,3.7,1300.0,4242.0,40.0,189.0,111,67.0,63.0,4.0,4.0,10.8
20,3922,2016-07-05,32,1.238,9.5,3.7,900.0,4329.0,38.0,187.0,118,73.0,60.0,4.0,4.0,10.3
21,3923,2016-07-05,35,1.22,10.6,3.7,900.0,3923.0,34.0,187.0,130,71.0,66.0,4.0,4.0,9.2
22,3924,2016-07-05,33,1.255,9.0,3.5,900.0,3636.0,38.0,185.0,116,77.0,81.0,4.0,5.0,11.0
23,3925,2016-07-05,35,1.219,9.9,3.2,1000.0,3382.0,35.0,189.0,112,57.0,54.0,4.0,4.0,10.8
24,3926,2016-07-06,32,1.238,7.9,3.1,900.0,3232.0,38.0,188.0,99,57.0,43.0,4.0,5.0,12.3
25,3927,2016-07-06,33,1.236,12.1,3.2,1300.0,3721.0,37.0,188.0,106,62.0,48.0,4.0,4.0,11.3
26,3928,2016-07-06,32,1.229,11.3,3.3,1200.0,3501.0,38.0,190.0,106,67.0,51.0,4.0,4.0,11.6
27,3929,2016-07-06,32,1.376,13.1,4.0,1300.0,4467.0,43.0,189.0,128,49.0,42.0,4.0,4.0,10.8
28,3930,2016-07-06,36,1.496,10.4,3.6,1100.0,3453.0,41.0,188.0,130,72.0,79.0,3.0,4.0,11.5
29,3931,2016-07-06,38,1.51,12.8,3.3,1400.0,2930.0,39.0,189.0,125,35.0,40.0,3.0,4.0,12.0
30,3932,2016-07-06,2,0.067,10.0,3.0,900.0,2746.0,29.0,188.0,6,33.0,64.0,3.0,4.0,9.6
31,3933,2016-07-06,35,1.464,11.6,3.4,1300.0,3224.0,41.0,189.0,119,38.0,54.0,3.0,4.0,12.1
32,3934,2016-07-06,30,1.527,9.3,3.9,1100.0,3001.0,50.0,188.0,117,33.0,39.0,3.0,5.0,12.9
33,3935,2016-07-07,36,1.526,7.4,3.2,900.0,2893.0,42.0,187.0,115,34.0,37.0,3.0,5.0,13.2
34,3936,2016-07-07,36,1.543,9.3,3.3,1100.0,2721.0,42.0,188.0,119,31.0,32.0,3.0,5.0,12.9
35,3937,2016-07-07,38,1.511,10.6,3.2,1200.0,2540.0,39.0,190.0,122,33.0,41.0,3.0,4.0,12.3
36,3938,2016-07-07,35,1.528,8.8,3.2,1100.0,2310.0,43.0,189.0,112,32.0,31.0,3.0,5.0,13.5
37,3939,2016-07-07,37,1.528,11.8,3.2,1400.0,2814.0,41.0,188.0,118,31.0,30.0,3.0,4.0,12.7
38,3940,2016-07-07,35,1.524,20.6,4.1,2000.0,4890.0,43.0,188.0,144,31.0,31.0,3.0,2.0,10.5
39,3941,2016-07-08,43,1.53,30.2,4.9,2000.0,6163.0,35.0,217.0,211,33.0,34.0,3.0,2.0,7.2
40,3942,2016-07-08,44,1.52,30.8,5.4,1800.0,6860.0,34.0,216.0,238,34.0,38.0,3.0,2.0,6.3
41,3943,2016-07-08,47,1.554,23.0,4.7,1500.0,5532.0,33.0,218.0,221,64.0,63.0,3.0,2.0,6.9
42,3944,2016-07-08,21,0.922,13.4,4.1,1300.0,4200.0,43.0,217.0,86,74.0,83.0,3.0,4.0,10.6
43,3945,2016-07-08,29,1.258,13.7,3.8,1400.0,3899.0,42.0,216.0,110,64.0,70.0,3.0,3.0,11.2
44,3946,2016-07-09,31,1.224,16.6,4.0,1500.0,5493.0,39.0,217.0,124,60.0,85.0,4.0,3.0,9.9
45,3947,2016-07-09,36,1.238,19.0,4.6,1300.0,5744.0,34.0,218.0,166,50.0,44.0,4.0,2.0,7.3
46,3948,2016-07-09,34,1.392,16.0,3.7,1600.0,4173.0,40.0,217.0,126,48.0,39.0,4.0,3.0,10.8
47,3949,2016-07-10,30,1.249,12.5,4.2,1100.0,4538.0,40.0,216.0,126,81.0,63.0,4.0,4.0,9.6
48,3950,2016-07-10,30,1.271,15.4,4.5,1300.0,4732.0,41.0,215.0,135,57.0,67.0,4.0,3.0,9.2
49,3951,2016-07-10,36,1.554,14.0,4.3,1300.0,4713.0,43.0,217.0,155,56.0,84.0,4.0,3.0,10.0
50,3952,2016-07-10,29,1.233,9.3,3.6,1000.0,4334.0,42.0,216.0,104,70.0,62.0,4.0,5.0,11.6
51,3953,2016-07-10,32,1.229,15.1,3.7,1400.0,4643.0,37.0,218.0,118,66.0,40.0,4.0,3.0,10.1
52,3954,2016-07-10,30,1.234,12.6,4.0,1200.0,3887.0,41.0,217.0,120,57.0,33.0,4.0,4.0,10.3
53,3955,2016-07-10,30,1.252,13.6,3.7,1400.0,3822.0,41.0,217.0,111,70.0,69.0,4.0,3.0,11.0
54,3956,2016-07-11,30,1.266,11.7,3.7,1200.0,4015.0,41.0,217.0,111,63.0,85.0,4.0,4.0,11.0
55,3957,2016-07-11,31,1.27,14.4,3.8,1400.0,4679.0,40.0,215.0,118,76.0,80.0,4.0,3.0,10.5
56,3958,2016-07-11,24,1.068,18.1,4.5,1600.0,5503.0,43.0,218.0,108,67.0,80.0,4.0,2.0,9.6
57,3959,2016-07-11,30,1.227,12.7,4.0,1200.0,4355.0,41.0,216.0,120,59.0,70.0,4.0,4.0,10.2
58,3960,2016-07-11,30,1.229,11.3,3.5,1200.0,3881.0,40.0,216.0,105,74.0,61.0,4.0,4.0,11.4
59,3961,2016-07-11,31,1.234,11.3,3.4,1200.0,3891.0,39.0,217.0,105,54.0,45.0,4.0,4.0,11.4
60,3962,2016-07-11,28,1.227,11.1,4.1,1100.0,4398.0,44.0,218.0,115,50.0,53.0,4.0,4.0,10.6
61,3963,2016-07-11,30,1.251,9.7,4.2,900.0,4712.0,42.0,219.0,126,83.0,86.0,4.0,4.0,10.0
62,3964,2016-07-12,28,1.233,11.6,4.2,1100.0,4322.0,43.0,219.0,118,85.0,70.0,4.0,4.0,10.2
63,3965,2016-07-12,29,1.19,12.3,3.5,1300.0,3793.0,40.0,217.0,102,42.0,67.0,4.0,4.0,11.4
64,3966,2016-07-12,32,1.224,9.9,3.4,1000.0,3635.0,37.0,219.0,109,34.0,70.0,4.0,4.0,11.0
65,3967,2016-07-12,32,1.223,11.9,3.5,1200.0,3598.0,38.0,219.0,112,30.0,68.0,4.0,4.0,11.0
66,3968,2016-07-12,29,1.255,9.6,3.4,1100.0,3325.0,42.0,217.0,99,50.0,73.0,3.0,4.0,12.5
67,3969,2016-07-13,29,1.255,10.5,3.4,1200.0,3603.0,42.0,217.0,99,57.0,73.0,3.0,4.0,12.4
68,3970,2016-07-13,34,1.523,7.8,3.6,900.0,3137.0,45.0,217.0,122,30.0,52.0,3.0,5.0,12.3
69,3971,2016-07-13,32,1.508,9.0,3.5,1100.0,2962.0,46.0,217.0,112,31.0,33.0,3.0,5.0,13.0
70,3972,2016-07-13,42,1.517,12.0,3.0,1300.0,2749.0,35.0,220.0,126,41.0,40.0,3.0,4.0,11.8
71,3973,2016-07-13,34,1.531,7.9,3.2,1000.0,3006.0,44.0,189.0,109,40.0,46.0,3.0,5.0,13.8
72,3974,2016-07-13,35,1.523,9.3,3.1,1200.0,2904.0,43.0,190.0,109,29.0,47.0,3.0,5.0,13.9
73,3975,2016-07-13,34,1.53,9.6,3.0,1300.0,2779.0,44.0,189.0,102,46.0,51.0,3.0,4.0,14.4
74,3976,2016-07-13,34,1.521,8.6,3.5,1000.0,3335.0,44.0,188.0,119,76.0,76.0,3.0,5.0,12.6
75,3977,2016-07-14,41,1.562,15.5,3.8,1400.0,4497.0,37.0,191.0,156,60.0,54.0,4.0,3.0,9.8
76,3978,2016-07-14,34,1.51,15.5,4.5,1400.0,4502.0,44.0,189.0,153,66.0,65.0,4.0,3.0,9.9
77,3979,2016-07-15,26,1.297,11.7,4.4,1200.0,4717.0,49.0,189.0,114,84.0,76.0,4.0,4.0,11.0
78,3980,2016-07-15,30,1.553,13.2,5.2,1200.0,5471.0,51.0,189.0,156,87.0,85.0,4.0,4.0,9.8
79,3981,2016-07-15,30,1.519,11.8,4.2,1300.0,4137.0,50.0,189.0,126,66.0,85.0,4.0,4.0,11.8
80,3982,2016-07-15,26,1.448,12.0,4.0,1500.0,3597.0,54.0,188.0,104,76.0,80.0,4.0,4.0,13.5
81,3983,2016-07-15,43,1.541,10.2,3.0,1100.0,2790.0,35.0,190.0,129,61.0,57.0,3.0,4.0,11.8
82,3984,2016-07-15,37,1.524,8.7,3.0,1100.0,2456.0,41.0,188.0,111,52.0,63.0,3.0,5.0,13.6
83,3985,2016-07-15,35,1.539,10.5,3.0,1400.0,2093.0,43.0,190.0,105,36.0,51.0,3.0,4.0,14.5
84,3986,2016-07-15,36,1.515,8.8,3.1,1100.0,1975.0,42.0,188.0,112,35.0,44.0,3.0,5.0,13.6
85,3987,2016-07-16,30,1.535,7.3,3.4,1000.0,1890.0,50.0,187.0,102,38.0,41.0,3.0,5.0,14.5
86,3988,2016-07-16,32,1.495,8.3,3.6,1000.0,1868.0,47.0,189.0,115,32.0,35.0,3.0,5.0,13.1
87,3989,2016-07-16,34,1.239,10.9,3.3,1100.0,2133.0,36.0,189.0,112,44.0,43.0,3.0,4.0,11.0
